seqnames	start	end	width	strand	component	qvalue	enrichment
chr21	25607501	25607750	250	*	1	1.18104393484976e-71	1.28036290680348
chr21	42258751	42259000	250	*	1	1.3599903034666e-71	1.17812292687935
chr21	36112751	36113000	250	*	1	3.92670748406786e-71	1.24871328241032
chr21	32601001	32601250	250	*	1	5.75908513311522e-70	1.54964559707337
chr21	45140501	45140750	250	*	1	2.440279297065e-69	1.19132745985151
chr21	25881751	25882000	250	*	1	2.84977441487399e-69	1.34234033388878
chr21	39138251	39138500	250	*	1	8.58339940977715e-69	1.28503764705865
chr21	32772001	32772250	250	*	1	1.10996313358306e-68	1.0010015975953
chr21	38352751	38353000	250	*	1	1.68317319670367e-68	1.3193410181433
chr21	45820501	45820750	250	*	1	3.59933867643852e-67	1.26227493226189
chr21	28745751	28746000	250	*	1	3.98924339145404e-67	1.43106289858583
chr21	25801751	25802000	250	*	1	5.28492045384689e-67	1.27760299800475
chr21	41816751	41817000	250	*	1	5.23925136473572e-66	1.21453700694678
chr21	34351751	34352000	250	*	1	8.44903584942476e-66	1.22712216873176
chr21	45820751	45821000	250	*	1	8.44903584942476e-66	1.22712216873176
chr21	31086501	31086750	250	*	1	9.95929505485693e-65	1.32299711321051
chr21	25421751	25422000	250	*	1	1.45451387934092e-64	1.02449054612569
chr21	38170251	38170500	250	*	1	2.02050429125341e-64	1.39117433283637
chr21	34603001	34603250	250	*	1	1.35000880607339e-63	1.19157624705824
chr21	34348001	34348250	250	*	1	3.7832046905852e-62	1.29193611703018
chr21	45137251	45137500	250	*	1	7.33309928144569e-62	1.33137253999819
chr21	34362001	34362250	250	*	1	6.09567500015011e-61	1.18010501595312
chr21	31580751	31581000	250	*	1	6.51725387491951e-61	1.23518717698859
chr21	36504251	36504500	250	*	1	8.2005588111698e-60	1.18775913721461
chr21	33199751	33200000	250	*	1	1.18507506336267e-58	1.03267391593981
chr21	17925001	17925250	250	*	1	5.8274651470596e-58	1.36093708691076
chr21	28745251	28745500	250	*	1	5.8274651470596e-58	1.36093708691076
chr21	45973751	45974000	250	*	1	5.06431415518587e-56	1.18351041578863
chr21	38126751	38127000	250	*	1	4.31149749088284e-55	1.37407532823964
chr21	39126001	39126250	250	*	1	4.31149749088284e-55	1.37407532823964
chr21	41460751	41461000	250	*	1	9.90623836076138e-55	1.27604167155476
chr21	28745001	28745250	250	*	1	2.05333835656374e-54	1.31811355109108
chr21	32826751	32827000	250	*	1	2.74868126694292e-54	1.34234675856351
chr21	39388751	39389000	250	*	1	3.19459714818174e-54	1.10429831417
chr21	34361751	34362000	250	*	1	4.99780073120686e-54	1.18767370241463
chr21	29476501	29476750	250	*	1	1.1565348896265e-53	1.15865011051137
chr21	36331001	36331250	250	*	1	2.4030060928119e-53	1.1326032886859
chr21	46147501	46147750	250	*	1	4.04930490579684e-53	1.51383770453542
chr21	46143501	46143750	250	*	1	5.98765123830733e-53	1.26674830070615
chr21	46661251	46661500	250	*	1	2.3473475208728e-52	1.35942166891834
chr21	32569751	32570000	250	*	1	6.36561704478603e-52	1.14984588367688
chr21	42833501	42833750	250	*	1	1.94329599769125e-51	1.35439093466466
chr21	33127501	33127750	250	*	1	2.13455650894037e-51	1.17420044106784
chr21	35400501	35400750	250	*	1	2.99208154219213e-51	1.50321662723104
chr21	32940501	32940750	250	*	1	1.58933367853958e-50	1.3492833994138
chr21	41816501	41816750	250	*	1	2.79174379288921e-50	1.07475415642263
chr21	45478251	45478500	250	*	1	3.43818020525165e-50	1.14080369555887
chr21	45478001	45478250	250	*	1	4.9937806493678e-50	1.19726564775714
chr21	33197001	33197250	250	*	1	4.3148379033549e-49	1.03293415516722
chr21	34202001	34202250	250	*	1	7.7968933437591e-49	1.31236811214494
chr21	38219001	38219250	250	*	1	1.82297326731248e-48	1.24231859006619
chr21	36125501	36125750	250	*	1	1.8436008689356e-48	1.13151032471025
chr21	44911751	44912000	250	*	1	1.8436008689356e-48	1.44108896666389
chr21	39388501	39388750	250	*	1	5.96694678318297e-48	1.08260440442029
chr21	36630751	36631000	250	*	1	6.16160697338656e-48	1.3070997183628
chr21	31604751	31605000	250	*	1	8.34655202948097e-48	1.2193192743207
chr21	41817251	41817500	250	*	1	8.34655202948097e-48	1.2193192743207
chr21	34630501	34630750	250	*	1	1.18790841048625e-47	1.16850215608627
chr21	44793251	44793500	250	*	1	1.89176483629339e-47	1.02424427293208
chr21	36939501	36939750	250	*	1	3.73869931487315e-47	1.19779982299333
chr21	38159251	38159500	250	*	1	8.88993614065617e-47	1.16354594732111
chr21	36990001	36990250	250	*	1	8.9203229951572e-47	1.35756209276236
chr21	41069001	41069250	250	*	1	1.27267021532007e-46	1.52958493979875
chr21	33605751	33606000	250	*	1	6.00144478975886e-46	1.08219418176236
chr21	36589501	36589750	250	*	1	1.36422772449015e-45	1.12839318379097
chr21	37221251	37221500	250	*	1	1.73186716027856e-45	0.956242176119025
chr21	45880501	45880750	250	*	1	2.06729509290346e-45	1.26732879600139
chr21	25882001	25882250	250	*	1	2.57745326250594e-45	1.14047735957926
chr21	29298751	29299000	250	*	1	3.06339014804658e-45	1.29077769850021
chr21	31098751	31099000	250	*	1	3.64212918238973e-45	1.20375662769498
chr21	36543001	36543250	250	*	1	3.64212918238973e-45	1.20375662769498
chr21	38356251	38356500	250	*	1	8.85427603532259e-45	1.41800857064345
chr21	31098501	31098750	250	*	1	9.47513458904833e-45	1.12336244953729
chr21	45152251	45152500	250	*	1	9.47513458904833e-45	1.12336244953729
chr21	25639751	25640000	250	*	1	1.56422337192643e-44	1.18223717636762
chr21	28517001	28517250	250	*	1	6.16427174839404e-44	1.37364525182606
chr21	17679001	17679250	250	*	1	2.63366935479628e-43	1.14295256644171
chr21	33894751	33895000	250	*	1	2.82399362321498e-43	1.30534694986412
chr21	42107751	42108000	250	*	1	8.8955055670859e-43	1.08644696798478
chr21	35840251	35840500	250	*	1	9.02379030699346e-43	1.17144477854361
chr21	14120251	14120500	250	*	1	1.81244697999329e-42	1.09678636122671
chr21	31866001	31866250	250	*	1	2.26603822403535e-42	1.29942587215591
chr21	41862001	41862250	250	*	1	3.6370988557777e-42	1.15122620973243
chr21	33445251	33445500	250	*	1	3.48791145278528e-41	0.965877179438365
chr21	44305001	44305250	250	*	1	3.72190637511361e-41	1.21797245193148
chr21	42924001	42924250	250	*	1	4.36314546677636e-41	1.02318465998155
chr21	34510751	34511000	250	*	1	5.006855183061e-41	1.43787961302481
chr21	37642501	37642750	250	*	1	9.50999687716769e-41	1.26166954455086
chr21	41610501	41610750	250	*	1	9.50999687716769e-41	1.26166954455086
chr21	46153251	46153500	250	*	1	9.50999687716769e-41	1.26166954455086
chr21	15826251	15826500	250	*	1	1.01654462662264e-40	1.12663054657912
chr21	41069251	41069500	250	*	1	2.01568511012051e-40	2.96857166444194
chr21	34693251	34693500	250	*	1	3.04552172431972e-40	1.07063917308769
chr21	46285751	46286000	250	*	1	6.40571101221071e-40	1.08072556962056
chr21	45140251	45140500	250	*	1	2.73020978197385e-39	1.10297014130298
chr21	42258501	42258750	250	*	1	5.698267125331e-39	1.00074619163353
chr21	29372501	29372750	250	*	1	8.80868933902879e-39	0.95122352011706
chr21	42537501	42537750	250	*	1	2.13710042685243e-38	0.956164970536514
chr21	41778251	41778500	250	*	1	3.01482497333267e-38	1.41759903480774
chr21	38219251	38219500	250	*	1	3.89361631093115e-38	1.15832645388304
chr21	42381501	42381750	250	*	1	4.65389903825648e-38	1.24290592750525
chr21	33127251	33127500	250	*	1	6.71970640614992e-38	1.08013657273729
chr21	41369501	41369750	250	*	1	1.39574782045462e-37	1.09143337477873
chr21	31786001	31786250	250	*	1	5.4169634842641e-37	1.16893433454453
chr21	36113001	36113250	250	*	1	9.77318998408899e-37	1.18725999924875
chr21	46229001	46229250	250	*	1	1.72707314132971e-36	1.35939781054509
chr21	39518501	39518750	250	*	1	7.21359967529637e-36	1.07948453914161
chr21	39441501	39441750	250	*	1	8.34353374904095e-36	1.12441556747168
chr21	37009751	37010000	250	*	1	8.85866945193566e-36	0.998279128045874
chr21	43612001	43612250	250	*	1	3.7084592952177e-35	1.2478580120934
chr21	44793501	44793750	250	*	1	4.6942562835861e-35	1.01346580338684
chr21	34801501	34801750	250	*	1	5.64335831743224e-35	1.17413956071489
chr21	37700751	37701000	250	*	1	1.19468881214975e-34	1.13306692996651
chr21	32258251	32258500	250	*	1	1.75835800427722e-34	1.44121920146858
chr21	36209751	36210000	250	*	1	2.17914720715893e-34	1.09782481669889
chr21	45099001	45099250	250	*	1	4.25291788709838e-34	1.16738120741158
chr21	36990251	36990500	250	*	1	8.76789816968473e-34	1.12644239830357
chr21	43811001	43811250	250	*	1	1.61742273359022e-33	1.02442332988723
chr21	33374751	33375000	250	*	1	6.99115722204562e-33	0.968219597472796
chr21	45556251	45556500	250	*	1	7.65525808742936e-33	0.950277660725002
chr21	36542751	36543000	250	*	1	1.7609023826312e-32	1.05422501522507
chr21	23968751	23969000	250	*	1	1.78085967732357e-32	1.2262682984371
chr21	20999751	21000000	250	*	1	4.51066868708082e-32	1.28527951349588
chr21	46229251	46229500	250	*	1	6.54361023707768e-32	1.32177140087841
chr21	29499751	29500000	250	*	1	8.79542119770988e-32	1.36486863003192
chr21	30044501	30044750	250	*	1	1.07605145993975e-31	1.41702655014343
chr21	33606001	33606250	250	*	1	1.65022368087597e-31	1.09126690042208
chr21	41612751	41613000	250	*	1	1.65022368087597e-31	1.09126690042208
chr21	36977251	36977500	250	*	1	3.75394226981959e-31	1.03048557352016
chr21	17387001	17387250	250	*	1	1.42098719872503e-30	0.990464719261202
chr21	39518251	39518500	250	*	1	2.58125607532031e-30	1.02372722021685
chr21	41134001	41134250	250	*	1	2.87436623799599e-30	1.26934698698773
chr21	34603251	34603500	250	*	1	4.97980206439259e-30	1.11419595383863
chr21	29376751	29377000	250	*	1	6.00535268186291e-30	1.34813927316123
chr21	34582751	34583000	250	*	1	8.24960999115185e-30	1.20318870239087
chr21	43645501	43645750	250	*	1	1.26752153197831e-29	1.04493939046032
chr21	25608501	25608750	250	*	1	2.89274229403639e-29	0.914615208589597
chr21	29376501	29376750	250	*	1	6.38050330110377e-29	1.19512760731758
chr21	14864501	14864750	250	*	1	7.24042461417966e-29	0.919565208042273
chr21	37166751	37167000	250	*	1	8.7333297103883e-29	1.03774503828878
chr21	44893001	44893250	250	*	1	1.40193023772518e-28	1.14248160817733
chr21	45137001	45137250	250	*	1	1.63001149204234e-28	0.962874558866938
chr21	32653251	32653500	250	*	1	2.64301649254772e-28	1.16339903764144
chr21	42108001	42108250	250	*	1	3.3310342782746e-28	0.993504791463178
chr21	45128501	45128750	250	*	1	4.15226719459364e-28	0.897291492613447
chr21	30831251	30831500	250	*	1	6.29733506541137e-28	1.44614565599251
chr21	34243751	34244000	250	*	1	8.41078917273217e-28	1.2134540750329
chr21	29164501	29164750	250	*	1	1.0235913821819e-27	1.13442051310404
chr21	33924251	33924500	250	*	1	1.02768998744523e-27	0.955976865616118
chr21	34630751	34631000	250	*	1	1.03829492403389e-27	0.901747119757062
chr21	31604501	31604750	250	*	1	1.29606660439005e-27	1.04194094127824
chr21	36854501	36854750	250	*	1	1.93744376462954e-27	1.15513891282445
chr21	38505751	38506000	250	*	1	3.71233856326761e-27	1.10775310938494
chr21	42337751	42338000	250	*	1	3.71233856326761e-27	1.10775310938494
chr21	25386001	25386250	250	*	1	6.56690293871918e-27	0.911405215156667
chr21	45152501	45152750	250	*	1	6.56690293871918e-27	0.911405215156667
chr21	27701001	27701250	250	*	1	1.08252796709513e-26	1.23500752401969
chr21	14773751	14774000	250	*	1	6.13579289290627e-26	1.02637902190837
chr21	29196251	29196500	250	*	1	7.11407467038641e-26	0.78304192327396
chr21	24896251	24896500	250	*	1	7.79489497226056e-26	0.99714655874034
chr21	34367501	34367750	250	*	1	8.49732893864772e-26	1.22584222187547
chr21	41121751	41122000	250	*	1	1.06970699842523e-25	1.13798047868101
chr21	38352501	38352750	250	*	1	1.35274122275082e-25	1.03853649564626
chr21	43918251	43918500	250	*	1	1.78824500378461e-25	1.00731298079364
chr21	29348501	29348750	250	*	1	2.17729741309157e-25	0.881466541539996
chr21	25708501	25708750	250	*	1	2.5346845835977e-25	0.934387151959817
chr21	44932501	44932750	250	*	1	2.95646518067103e-25	1.35267579212091
chr21	42338001	42338250	250	*	1	3.70054946575746e-25	1.18667866679133
chr21	37582751	37583000	250	*	1	6.51804491005089e-25	1.21641875236569
chr21	44950001	44950250	250	*	1	9.17092516349162e-25	1.03027637082927
chr21	37582501	37582750	250	*	1	1.08268292973635e-24	1.25108546764209
chr21	31581001	31581250	250	*	1	1.49757687066896e-24	1.15162284220533
chr21	44012501	44012750	250	*	1	1.49757687066896e-24	1.15162284220533
chr21	39867251	39867500	250	*	1	3.14132707450012e-24	1.40554964815917
chr21	31866251	31866500	250	*	1	5.70770732777772e-24	1.11989427252919
chr21	43611751	43612000	250	*	1	6.20824401211042e-24	1.02180713877557
chr21	26716001	26716250	250	*	1	2.00953124092625e-23	1.33176243250505
chr21	41170501	41170750	250	*	1	2.02773145607603e-23	1.09091574799178
chr21	32403251	32403500	250	*	1	2.12343442482441e-23	1.16755859374055
chr21	14864251	14864500	250	*	1	2.14361345725827e-23	0.972953907415194
chr21	32653501	32653750	250	*	1	3.08948747391962e-23	1.04871579975107
chr21	43646501	43646750	250	*	1	5.10787082088781e-23	0.982522528849659
chr21	17679251	17679500	250	*	1	5.97227734994936e-23	0.932291175888568
chr21	32826501	32826750	250	*	1	6.62469608777205e-23	1.23080612460286
chr21	45439251	45439500	250	*	1	9.47439449316747e-23	1.02571648400558
chr21	30341001	30341250	250	*	1	1.07310896911555e-22	1.27134438757655
chr21	36966501	36966750	250	*	1	1.82566737881351e-22	1.79774675257624
chr21	34745751	34746000	250	*	1	2.97975564097938e-22	1.10077419947841
chr21	36125751	36126000	250	*	1	3.61530722385372e-22	0.947369765319525
chr21	14403751	14404000	250	*	1	6.33866386194609e-22	0.855990844686617
chr21	46504251	46504500	250	*	1	6.40064226965662e-22	1.01655118186137
chr21	44801001	44801250	250	*	1	9.17972332402656e-22	0.931087929852521
chr21	35940251	35940500	250	*	1	1.31177740378849e-21	1.30945412814026
chr21	25039751	25040000	250	*	1	1.36485562382791e-21	0.844668663272331
chr21	35051251	35051500	250	*	1	2.12910246145501e-21	1.09078815480193
chr21	44456001	44456250	250	*	1	2.20633974184743e-21	1.4541437258626
chr21	38334001	38334250	250	*	1	3.22423210610484e-21	1.04512827122191
chr21	25862501	25862750	250	*	1	3.96293459817691e-21	1.2092178107872
chr21	44012751	44013000	250	*	1	4.25809825265875e-21	1.00712771235158
chr21	29090001	29090250	250	*	1	5.51387511647577e-21	0.946874569264143
chr21	33360751	33361000	250	*	1	5.51387511647577e-21	0.946874569264143
chr21	14259751	14260000	250	*	1	5.558827965257e-21	0.922398727762775
chr21	25314001	25314250	250	*	1	5.558827965257e-21	0.922398727762775
chr21	29164251	29164500	250	*	1	6.59229469054763e-21	1.24903608321176
chr21	21164001	21164250	250	*	1	6.90520936350595e-21	1.06180963026452
chr21	45554751	45555000	250	*	1	7.46557774757662e-21	0.836797231837467
chr21	34509251	34509500	250	*	1	8.45971473270625e-21	1.13665918944821
chr21	43356001	43356250	250	*	1	2.80134352840449e-20	0.99743110881059
chr21	41122001	41122250	250	*	1	2.9828591180439e-20	1.19787775898496
chr21	43718751	43719000	250	*	1	2.9828591180439e-20	1.19787775898496
chr21	38805001	38805250	250	*	1	3.41241193938506e-20	0.93770926711993
chr21	33361001	33361250	250	*	1	3.53383063312694e-20	0.782304186194209
chr21	29372251	29372500	250	*	1	4.13072082868125e-20	0.828736136764178
chr21	32601251	32601500	250	*	1	5.0950602136966e-20	1.23729813874979
chr21	39373751	39374000	250	*	1	5.0950602136966e-20	1.23729813874979
chr21	20999501	20999750	250	*	1	1.2008436975532e-19	1.15351444016757
chr21	37642751	37643000	250	*	1	1.2008436975532e-19	1.15351444016757
chr21	38669251	38669500	250	*	1	1.2008436975532e-19	1.34671479324323
chr21	41167751	41168000	250	*	1	1.2008436975532e-19	1.15351444016757
chr21	45973501	45973750	250	*	1	1.45124843705596e-19	1.02484892818268
chr21	25283751	25284000	250	*	1	2.09543961308883e-19	0.928285797610148
chr21	17925251	17925500	250	*	1	2.16421993423842e-19	1.09063511229966
chr21	34722751	34723000	250	*	1	2.16421993423842e-19	1.09063511229966
chr21	37759001	37759250	250	*	1	3.94967063746646e-19	1.22513336108572
chr21	45102751	45103000	250	*	1	7.21189639459671e-19	1.05890654262352
chr21	34367251	34367500	250	*	1	8.93038722791838e-19	1.1417764957056
chr21	31109001	31109250	250	*	1	1.18066920487607e-18	0.977151765771359
chr21	45818251	45818500	250	*	1	1.70340814526254e-18	1.17397503685892
chr21	44267751	44268000	250	*	1	5.06544653450979e-18	1.04756649082128
chr21	31623751	31624000	250	*	1	5.22904665484641e-18	1.259808689601
chr21	45542251	45542500	250	*	1	5.3530644615459e-18	2.71252465444927
chr21	41460501	41460750	250	*	1	6.60361487438426e-18	1.00326061436702
chr21	43355751	43356000	250	*	1	8.10186220491104e-18	0.935413745632815
chr21	28940251	28940500	250	*	1	2.01937618673846e-17	0.916347704518086
chr21	41283501	41283750	250	*	1	2.36008388656283e-17	1.09044816295738
chr21	42164251	42164500	250	*	1	4.15246582228561e-17	1.24615432278044
chr21	34890251	34890500	250	*	1	4.88499263261159e-17	1.11698788961641
chr21	42593501	42593750	250	*	1	9.30920707931199e-17	1.38564306977834
chr21	37463251	37463500	250	*	1	1.23766444794877e-16	0.905727643264972
chr21	34352001	34352250	250	*	1	1.69408571252402e-16	1.07782433453227
chr21	40144001	40144250	250	*	1	3.58777166022571e-16	1.1038690016283
chr21	14738001	14738250	250	*	1	5.92768489275932e-16	0.733262612790614
chr21	42923751	42924000	250	*	1	6.99210462310643e-16	0.763675450978575
chr21	36104751	36105000	250	*	1	7.24205127174013e-16	1.13457795362513
chr21	36917501	36917750	250	*	1	7.24205127174013e-16	1.13457795362513
chr21	26850251	26850500	250	*	1	7.77315759734821e-16	0.95548477143698
chr21	37564501	37564750	250	*	1	7.89127554078365e-16	0.922703948826097
chr21	42145751	42146000	250	*	1	9.12879743787992e-16	0.817007112745117
chr21	44875501	44875750	250	*	1	9.12879743787992e-16	0.817007112745117
chr21	42818251	42818500	250	*	1	1.60472994171461e-15	1.01103994027013
chr21	42974501	42974750	250	*	1	1.60472994171461e-15	1.01103994027013
chr21	37712001	37712250	250	*	1	2.54206837284338e-15	1.09021463480774
chr21	44510751	44511000	250	*	1	2.54206837284338e-15	1.09021463480774
chr21	33196751	33197000	250	*	1	3.09815751515383e-15	0.838766933433189
chr21	22792001	22792250	250	*	1	3.78199229256892e-15	0.859606627172297
chr21	34583001	34583250	250	*	1	4.22901926604842e-15	1.27527822757393
chr21	26849501	26849750	250	*	1	4.4895721505437e-15	0.982061415732719
chr21	38159501	38159750	250	*	1	4.85293280510574e-15	0.943319993772905
chr21	44297501	44297750	250	*	1	4.90090998440725e-15	0.806713814382369
chr21	16330251	16330500	250	*	1	6.30643432381363e-15	1.35376451132429
chr21	17387251	17387500	250	*	1	6.40330719631355e-15	0.823929493812939
chr21	32771751	32772000	250	*	1	8.54557581655592e-15	0.706753160733402
chr21	32921751	32922000	250	*	1	1.19042399095311e-14	0.955394012013627
chr21	34801751	34802000	250	*	1	1.7861745771467e-14	1.075979208369
chr21	45309001	45309250	250	*	1	1.7861745771467e-14	1.075979208369
chr21	20882501	20882750	250	*	1	1.91440807003054e-14	1.2014910119198
chr21	46147251	46147500	250	*	1	1.91440807003054e-14	1.2014910119198
chr21	36260501	36260750	250	*	1	2.03036542388684e-14	0.724317689018711
chr21	43269501	43269750	250	*	1	2.44565061478037e-14	1.01599525513759
chr21	36917751	36918000	250	*	1	3.30659415463971e-14	1.25895940713004
chr21	32136251	32136500	250	*	1	4.19066885418151e-14	2.63789319431049
chr21	46325251	46325500	250	*	1	4.49478335651487e-14	0.83198473990305
chr21	18499751	18500000	250	*	1	6.92776142863436e-14	0.984266685461453
chr21	36028751	36029000	250	*	1	7.29321822206429e-14	0.907696849602306
chr21	16330501	16330750	250	*	1	7.57842357327851e-14	1.1410729669913
chr21	44013751	44014000	250	*	1	9.27139726925919e-14	0.816458629068406
chr21	37221001	37221250	250	*	1	1.68693301462072e-13	0.705209959186687
chr21	31509751	31510000	250	*	1	1.84494414635487e-13	0.955288160924046
chr21	43645751	43646000	250	*	1	1.84757498574758e-13	0.91757727735968
chr21	39716001	39716250	250	*	1	2.59341956415111e-13	1.24180362494622
chr21	42010501	42010750	250	*	1	2.59341956415111e-13	1.24180362494622
chr21	41877001	41877250	250	*	1	2.67643543715266e-13	1.0899146427645
chr21	14774001	14774250	250	*	1	3.67777806903482e-13	0.787413914020138
chr21	45923251	45923500	250	*	1	3.78155892573205e-13	1.02194750687312
chr21	15730251	15730500	250	*	1	3.9048563362993e-13	2.61630907892744
chr21	44911501	44911750	250	*	1	4.13921997982465e-13	1.31852546953648
chr21	31180751	31181000	250	*	1	4.42412137196457e-13	0.970031259022717
chr21	36209501	36209750	250	*	1	4.42412137196457e-13	0.970031259022717
chr21	34693501	34693750	250	*	1	4.57975945528615e-13	0.928620757204954
chr21	27701251	27701500	250	*	1	5.65351808656576e-13	1.43219470877249
chr21	31874001	31874250	250	*	1	5.65351808656576e-13	1.43219470877249
chr21	44295751	44296000	250	*	1	6.46042099961454e-13	0.824363853244011
chr21	44801251	44801500	250	*	1	6.46042099961454e-13	0.824363853244011
chr21	26169001	26169250	250	*	1	8.44521590824036e-13	1.04555132394711
chr21	31198751	31199000	250	*	1	9.78058742116334e-13	0.873058510286828
chr21	25862751	25863000	250	*	1	1.05031070007303e-12	0.986891682287117
chr21	38733751	38734000	250	*	1	1.05031070007303e-12	0.986891682287117
chr21	31559001	31559250	250	*	1	1.06834329861381e-12	1.16801640929209
chr21	46324751	46325000	250	*	1	1.08846601520157e-12	0.90392291053912
chr21	45138751	45139000	250	*	1	1.12349120029311e-12	0.94105273448531
chr21	36589251	36589500	250	*	1	2.14080011384948e-12	0.852839941475649
chr21	33361501	33361750	250	*	1	2.41083741207498e-12	0.74808878581431
chr21	42513501	42513750	250	*	1	2.46735891143505e-12	1.00638776886296
chr21	42850751	42851000	250	*	1	2.46735891143505e-12	1.00638776886296
chr21	15592251	15592500	250	*	1	2.76574553411759e-12	0.914385330766217
chr21	42467251	42467500	250	*	1	3.44261487770143e-12	0.65370582369785
chr21	14120001	14120250	250	*	1	3.89378185451504e-12	1.10759836436359
chr21	32096501	32096750	250	*	1	3.89378185451504e-12	1.10759836436359
chr21	35940501	35940750	250	*	1	3.89378185451504e-12	1.10759836436359
chr21	15592501	15592750	250	*	1	6.7843633457018e-12	0.97133194427696
chr21	42233751	42234000	250	*	1	6.93952675893364e-12	0.795458189351895
chr21	41610251	41610500	250	*	1	6.95977107218331e-12	0.92618458807357
chr21	38712251	38712500	250	*	1	7.89689734015046e-12	1.1499331496881
chr21	39441751	39442000	250	*	1	9.27896838594499e-12	0.815736046872757
chr21	45970501	45970750	250	*	1	1.28371172311655e-11	1.05644004013679
chr21	36927501	36927750	250	*	1	1.34598319308854e-11	0.779932078517251
chr21	46143751	46144000	250	*	1	1.35400052963257e-11	0.712903589944016
chr21	33200001	33200250	250	*	1	1.35539759656181e-11	0.630650921545918
chr21	21003751	21004000	250	*	1	1.48256360812752e-11	1.20460358539982
chr21	31781001	31781250	250	*	1	1.48256360812752e-11	1.20460358539982
chr21	38796501	38796750	250	*	1	1.48256360812752e-11	1.20460358539982
chr21	33230501	33230750	250	*	1	1.64000293757621e-11	0.899517184354477
chr21	46286001	46286250	250	*	1	1.64000293757621e-11	0.899517184354477
chr21	46635001	46635250	250	*	1	2.5291927051812e-11	0.765094638897
chr21	17926001	17926250	250	*	1	4.23961286616547e-11	0.910624850063413
chr21	25040001	25040250	250	*	1	4.72407447964898e-11	0.750887363468982
chr21	42467501	42467750	250	*	1	6.68299475750945e-11	0.681069096369276
chr21	25561751	25562000	250	*	1	8.64059912938418e-11	0.737258898213316
